X:\2023\xLights\Wizlights\ValueCurves\ZatYou.txt
Sample Rate: 44100 Hz. Sample values on linear scale. 1 channel (mono).
Length processed: 300 samples, 0.00680 seconds.
Peak amplitude: 0.13794 (linear) -17.20590 dB.  Unweighted RMS: -22.95116 dB.
DC offset: -0.01029 linear, -39.75245 dB.


0.00000	0.09683
0.00002	0.10161
0.00005	0.10651
0.00007	0.11116
0.00009	0.11485
0.00011	0.11768
0.00014	0.11966
0.00016	0.12029
0.00018	0.11989
0.00020	0.11854
0.00023	0.11530
0.00025	0.10995
0.00027	0.10287
0.00029	0.09447
0.00032	0.08549
0.00034	0.07658
0.00036	0.06796
0.00039	0.06005
0.00041	0.05337
0.00043	0.04788
0.00045	0.04351
0.00048	0.04061
0.00050	0.03940
0.00052	0.03974
0.00054	0.04116
0.00057	0.04289
0.00059	0.04447
0.00061	0.04581
0.00063	0.04670
0.00066	0.04721
0.00068	0.04737
0.00070	0.04721
0.00073	0.04744
0.00075	0.04827
0.00077	0.04872
0.00079	0.04865
0.00082	0.04855
0.00084	0.04792
0.00086	0.04641
0.00088	0.04421
0.00091	0.04132
0.00093	0.03756
0.00095	0.03299
0.00098	0.02778
0.00100	0.02204
0.00102	0.01593
0.00104	0.00987
0.00107	0.00400
0.00109	-0.00169
0.00111	-0.00654
0.00113	-0.01001
0.00116	-0.01216
0.00118	-0.01286
0.00120	-0.01229
0.00122	-0.01119
0.00125	-0.01010
0.00127	-0.00929
0.00129	-0.00880
0.00132	-0.00851
0.00134	-0.00818
0.00136	-0.00749
0.00138	-0.00647
0.00141	-0.00535
0.00143	-0.00401
0.00145	-0.00250
0.00147	-0.00127
0.00150	-0.00052
0.00152	-0.00052
0.00154	-0.00150
0.00156	-0.00335
0.00159	-0.00601
0.00161	-0.00958
0.00163	-0.01400
0.00166	-0.01882
0.00168	-0.02353
0.00170	-0.02780
0.00172	-0.03092
0.00175	-0.03206
0.00177	-0.03101
0.00179	-0.02778
0.00181	-0.02280
0.00184	-0.01713
0.00186	-0.01138
0.00188	-0.00555
0.00190	0.00031
0.00193	0.00613
0.00195	0.01140
0.00197	0.01543
0.00200	0.01822
0.00202	0.02017
0.00204	0.02192
0.00206	0.02406
0.00209	0.02665
0.00211	0.02966
0.00213	0.03308
0.00215	0.03677
0.00218	0.04078
0.00220	0.04482
0.00222	0.04826
0.00224	0.05075
0.00227	0.05211
0.00229	0.05229
0.00231	0.05118
0.00234	0.04883
0.00236	0.04616
0.00238	0.04401
0.00240	0.04222
0.00243	0.04060
