X:\2023\xLights\Wizlights\ValueCurves\ZatYou30sec.txt
Sample Rate: 8000 Hz. Sample values on linear scale. 1 channel (mono).
Length processed: 240000 samples, 30.00000 seconds.
Peak amplitude: 0.34984 (linear) -9.12267 dB.  Unweighted RMS: -20.06908 dB.
DC offset: -0.00005 linear, -86.16923 dB.


0.00000	0.09675
0.00013	0.11910
0.00025	0.10920
0.00038	0.06361
0.00050	0.04000
0.00063	0.04602
0.00075	0.04824
0.00088	0.04534
0.00100	0.02128
0.00112	-0.00823
0.00125	-0.01083
0.00137	-0.00641
0.00150	-0.00084
0.00162	-0.01247
0.00175	-0.03167
0.00187	-0.00684
0.00200	0.01792
0.00213	0.03255
0.00225	0.05018
0.00237	0.04633
0.00250	0.02935
0.00263	0.01348
0.00275	0.00696
0.00287	-0.01514
0.00300	-0.04923
0.00313	-0.06656
0.00325	-0.08628
0.00337	-0.11437
0.00350	-0.12948
0.00363	-0.13721
0.00375	-0.13316
0.00387	-0.11859
0.00400	-0.09655
0.00413	-0.07585
0.00425	-0.06894
0.00438	-0.08111
0.00450	-0.10778
0.00462	-0.11228
0.00475	-0.10149
0.00487	-0.07476
0.00500	-0.04985
0.00513	-0.04250
0.00525	-0.01949
0.00537	0.01602
0.00550	0.06162
0.00562	0.10094
0.00575	0.10670
0.00588	0.08195
0.00600	0.06654
0.00613	0.07871
0.00625	0.06927
0.00637	0.01805
0.00650	-0.04362
0.00662	-0.06659
0.00675	-0.04817
0.00688	-0.05680
0.00700	-0.08631
0.00713	-0.09592
0.00725	-0.08708
0.00737	-0.06042
0.00750	-0.02425
0.00762	-0.01685
0.00775	-0.04875
0.00788	-0.06210
0.00800	-0.03699
0.00813	-0.01805
0.00825	-0.03628
0.00838	-0.07196
0.00850	-0.07280
0.00863	-0.04014
0.00875	-0.02951
0.00887	-0.05456
0.00900	-0.06543
0.00912	-0.03261
0.00925	0.00168
0.00937	-0.00990
0.00950	-0.05123
0.00962	-0.06707
0.00975	-0.06062
0.00988	-0.05542
0.01000	-0.06049
0.01013	-0.06262
0.01025	-0.05086
0.01038	-0.02746
0.01050	0.00227
0.01063	0.00361
0.01075	-0.00713
0.01087	0.00574
0.01100	0.03579
0.01112	0.06743
0.01125	0.07981
0.01137	0.08792
0.01150	0.10624
0.01162	0.12277
0.01175	0.12720
0.01188	0.10867
0.01200	0.06885
0.01213	0.02281
0.01225	0.01045
0.01238	0.01170
0.01250	-0.00159
0.01263	-0.00955
0.01275	0.00148
0.01287	0.01112
0.01300	-0.00595
0.01312	-0.02326
0.01325	-0.02965
0.01337	-0.02010
0.01350	-0.00562
0.01362	-0.02176
0.01375	-0.05653
0.01388	-0.06701
0.01400	-0.04588
0.01413	-0.02731
0.01425	-0.02801
0.01438	-0.03483
0.01450	-0.02007
0.01463	0.01612
0.01475	0.05806
0.01487	0.07526
0.01500	0.05430
0.01512	0.05962
0.01525	0.09263
0.01537	0.10480
0.01550	0.09023
0.01563	0.05116
0.01575	0.03505
0.01588	0.05099
0.01600	0.06002
0.01613	0.06338
0.01625	0.07246
0.01638	0.09506
0.01650	0.10363
0.01663	0.09886
0.01675	0.09582
0.01688	0.10301
0.01700	0.11961
0.01713	0.10473
0.01725	0.06991
0.01738	0.03730
0.01750	0.02336
0.01762	0.03523
0.01775	0.04343
0.01787	-0.00565
0.01800	-0.09665
0.01812	-0.13000
0.01825	-0.11229
0.01837	-0.11175
0.01850	-0.14267
0.01862	-0.16808
0.01875	-0.17538
0.01887	-0.15913
0.01900	-0.11045
0.01912	-0.06770
0.01925	-0.07153
0.01937	-0.07641
0.01950	-0.04840
0.01963	-0.03635
0.01975	-0.02989
0.01988	-0.01920
0.02000	-0.00021
0.02013	0.00642
0.02025	0.02670
0.02038	0.07423
0.02050	0.11947
0.02063	0.14780
0.02075	0.14051
0.02088	0.11194
0.02100	0.06888
0.02113	0.04441
0.02125	0.04271
0.02138	0.04976
0.02150	0.01386
0.02162	-0.02030
0.02175	-0.00757
0.02187	-0.00666
0.02200	-0.00946
0.02212	-0.00228
0.02225	0.00515
0.02237	0.01289
0.02250	0.02792
0.02262	0.03179
0.02275	0.02196
0.02287	0.00264
0.02300	-0.01042
0.02312	-0.02024
0.02325	-0.02789
